Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR9929284_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001233393662479507)	(4, 0.00016819004488356914)	(5, 0.00019435294075434656)	(6, 0.00019809049730731476)	(7, 0.00019809049730731476)	(8, 0.00019809049730731476)	(9, 0.00020182805386028297)	(10, 0.00022612217145457627)	(12, 0.0002373348411134809)	(14, 0.00025041628904886963)	(16, 0.000257891402154806)	(18, 0.000257891402154806)	(20, 0.0002728416283666788)	(22, 0.0002728416283666788)	(24, 0.00027657918491964703)	(26, 0.0002803167414726152)	(28, 0.00029713574596097216)	(30, 0.00030647963734339265)	(32, 0.00031582352872581315)	(34, 0.00034011764632010645)	(36, 0.0003569366508084634)	(38, 0.0003774932118497885)	(40, 0.0003999185511675977)	(42, 0.00041673755565595466)	(44, 0.00044476922980321614)	(46, 0.0004802760170564141)	(48, 0.0005269954739685166)	(50, 0.0005606334829452305)	(52, 0.0006578099533224037)	(54, 0.000790493210952775)	(56, 0.0009250452468596302)	(58, 0.0010072714910249307)	(60, 0.0011007104048491357)	(62, 0.0012109683231616977)	(64, 0.0013343076894096484)	(66, 0.0016519999964119457)	(68, 0.014909113089790163)	(70, 0.3572861123461659)	(72, 0.38695109870707456)	(74, 0.39032050593957535)	(76, 0.391836085121804)	(78, 0.39274804892072823)	(80, 0.39350677290098074)	(82, 0.39419635208500337)	(84, 0.3948410805903904)	(86, 0.39549702176543633)	(88, 0.39605952402665806)	(90, 0.39654353760026745)
SRR9929284_2 - illumina_universal_adapter	(1, 2.9900452423745625e-05)	(2, 3.363800897671383e-05)	(3, 3.737556552968203e-05)	(4, 5.980090484749125e-05)	(5, 6.353846140045945e-05)	(6, 0.00010465158348310969)	(7, 0.00010838914003607789)	(8, 0.0001158642531420143)	(9, 0.00014576470556575992)	(10, 0.00019061538420137836)	(12, 0.000239203619389965)	(14, 0.0003774932118497885)	(16, 0.0005662398177746828)	(18, 0.0006877104057461494)	(20, 0.0009287828034125983)	(22, 0.0011997556535027932)	(24, 0.0013324389111331644)	(26, 0.0016052805394998432)	(28, 0.0021808642486569464)	(30, 0.0029526696768448803)	(32, 0.0040645927513529205)	(34, 0.005514764693904583)	(36, 0.007407837087982979)	(38, 0.010792194546695687)	(40, 0.015998610824980393)	(42, 0.023559687731635068)	(44, 0.03394261983578074)	(46, 0.04766318994172701)	(48, 0.06707605867784386)	(50, 0.09546093191936086)	(52, 0.13459501780721445)	(54, 0.1790775471223655)	(56, 0.2313977325290909)	(58, 0.30576389526349923)	(60, 0.39434772312539856)	(62, 0.5098643835079868)	(64, 0.6459413424884533)	(66, 0.8019656407921107)	(68, 0.9952421652592025)	(70, 1.2113346037038886)	(72, 1.4705117253129156)	(74, 1.775322543655408)	(76, 2.121222189962956)	(78, 2.5245624741547967)	(80, 2.9744278623179845)	(82, 3.513099462957974)	(84, 4.145660352986801)	(86, 4.85136335597894)	(88, 5.681598005759425)	(90, 6.341949497537847)
SRR9929284_2 - polya	(1, 0.005598859716346368)	(2, 0.01260677825316175)	(3, 0.026577764648156893)	(4, 0.04145323972897034)	(5, 0.05795081435377199)	(6, 0.07436242517785537)	(7, 0.09305768305580232)	(8, 0.11603991830000379)	(9, 0.1408535562551597)	(10, 0.1752801896645498)	(12, 0.22221455607844803)	(14, 0.26972076864495037)	(16, 0.31582539750408967)	(18, 0.3593081304413217)	(20, 0.4030169855500083)	(22, 0.4391572886389344)	(24, 0.4769794921766961)	(26, 0.5063660305744087)	(28, 0.5329699581184364)	(30, 0.558972139057436)	(32, 0.5835839489587318)	(34, 0.6077715461912654)	(36, 0.6287392384534171)	(38, 0.6490491207622462)	(40, 0.6669725732120053)	(42, 0.6842382157084419)	(44, 0.7015468401052376)	(46, 0.7183228626932354)	(48, 0.7330918174122893)	(50, 0.7477056635343949)	(52, 0.7611589983468039)	(54, 0.7746609213944016)	(56, 0.7882301204599527)	(58, 0.8024851611529733)	(60, 0.8158375819384523)	(62, 0.8292909167508613)	(64, 0.845143762870276)	(66, 0.865603147441224)	(68, 0.8852178442312011)	(70, 0.9053800930561879)	(72, 0.9181251609018096)	(74, 0.9283212151783069)	(76, 0.9380351246594713)	(78, 0.9473790160418918)	(80, 0.9606473418049288)	(82, 0.9707555635024313)	(84, 0.9791725408597158)	(86, 0.9877446268139483)	(88, 0.9958252240814656)	(90, 1.001235337191887)
SRR9929284_2 - polyg	(1, 0.8364838443370487)	(2, 0.8440972470354449)	(3, 0.8442729121934344)	(4, 0.8443850388900235)	(5, 0.8444971655866125)	(6, 0.8446018171700956)	(7, 0.8447401067625554)	(8, 0.8449755728253924)	(9, 0.8461080524609418)	(10, 0.8481823963478392)	(12, 0.8529010614959616)	(14, 0.8546633194106861)	(16, 0.8548464596817815)	(18, 0.8549417673738822)	(20, 0.8550165185049414)	(22, 0.855076319409789)	(24, 0.855123038866701)	(26, 0.8551529393191248)	(28, 0.855199658776037)	(30, 0.8552276904501842)	(32, 0.8552613284591609)	(34, 0.8553267356988379)	(36, 0.8553884053819618)	(38, 0.8555005320785509)	(40, 0.855593970992375)	(42, 0.8557640298155351)	(44, 0.8559415637518011)	(46, 0.8561508669187674)	(48, 0.8562910252895037)	(50, 0.8564068895426457)	(52, 0.8565601293613174)	(54, 0.8567675637500071)	(56, 0.856956310355932)	(58, 0.8571562696315158)	(60, 0.8573319347895053)	(62, 0.8574683556036886)	(64, 0.8575655320740658)	(66, 0.8576645773227194)	(68, 0.8577692289062027)	(70, 0.8578682741548562)	(72, 0.8579747945166158)	(74, 0.8580981338828637)	(76, 0.8582794053756828)	(78, 0.8585634596737084)	(80, 0.8592623827491134)	(82, 0.8605630524295463)	(84, 0.8623066225615059)	(86, 0.8644669302491216)	(88, 0.8673728804690544)	(90, 0.8700994279744447)
SRR9929285_1 - illumina_universal_adapter	(1, 7.613542085490789e-06)	(2, 7.613542085490789e-06)	(3, 1.9033855213726973e-05)	(4, 6.47151077266717e-05)	(5, 6.47151077266717e-05)	(6, 0.0001408505285815796)	(7, 0.0001408505285815796)	(8, 0.00015607761275256116)	(9, 0.00018272501005177894)	(10, 0.00022650287704335098)	(12, 0.00031786538206924047)	(14, 0.0005024937776423921)	(16, 0.000666184932480444)	(18, 0.0008013253044979055)	(20, 0.000974533386942821)	(22, 0.0012600412151487256)	(24, 0.0014427662252005044)	(26, 0.001886255051680343)	(28, 0.002809397029546101)	(30, 0.00407895517230169)	(32, 0.005763451358716528)	(34, 0.00767825719321746)	(36, 0.010325866453446884)	(38, 0.014831179982536058)	(40, 0.0218832233392219)	(42, 0.03126310718854655)	(44, 0.044070988361863433)	(46, 0.060186953571326064)	(48, 0.08245466078586525)	(50, 0.11515292065752682)	(52, 0.15937617986110006)	(54, 0.20940857167590277)	(56, 0.26473427862564297)	(58, 0.33920994730591386)	(60, 0.43069046223412843)	(62, 0.5449830526359948)	(64, 0.672900076599847)	(66, 0.8157948412313808)	(68, 0.9906455453812408)	(70, 1.1926804015473458)	(72, 1.4324746196864424)	(74, 1.7145011557737564)	(76, 2.0302556832997944)	(78, 2.3843805595511847)	(80, 2.784456969059555)	(82, 3.2587616071304173)	(84, 3.8210997289502884)	(86, 4.455787437823057)	(88, 5.193817560193235)	(90, 5.784247748923045)
SRR9929285_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003273823096761039)	(4, 0.0004415854409584658)	(5, 0.0005101073197278828)	(6, 0.0005443682591125915)	(7, 0.0005634021143263184)	(8, 0.0005786291984973)	(9, 0.0005862427405827908)	(10, 0.0005938562826682815)	(12, 0.000603373210275145)	(14, 0.0006281172220529901)	(16, 0.0006490544627880898)	(18, 0.0006509578483094625)	(20, 0.0006547646193522078)	(22, 0.0006585713903949533)	(24, 0.0006642815469590713)	(26, 0.000666184932480444)	(28, 0.0006737984745659348)	(30, 0.0006814120166514256)	(32, 0.0006890255587369163)	(34, 0.0007023492573865253)	(36, 0.0007328034257284885)	(38, 0.0007556440519849608)	(40, 0.0007803880637628059)	(42, 0.0008470065570108503)	(44, 0.0008888810384810496)	(46, 0.0009478859896436033)	(48, 0.0009916638566351754)	(50, 0.001031634952584002)	(52, 0.0011268042286526367)	(54, 0.0012467175164991167)	(56, 0.0013685341898669692)	(58, 0.001503674561884431)	(60, 0.0016863995719362096)	(62, 0.0018044094742613172)	(64, 0.002011878496090941)	(66, 0.0027618123915117837)	(68, 0.03520692198883078)	(70, 0.867427980269658)	(72, 0.9392236821358361)	(74, 0.9478840862580818)	(76, 0.9516661132890494)	(78, 0.9540186977934662)	(80, 0.9557926530993854)	(82, 0.9574162409491164)	(84, 0.9586896058629146)	(86, 0.959744081441755)	(88, 0.9605016288792615)	(90, 0.9611183257881862)
SRR9929285_2 - illumina_universal_adapter	(1, 3.8067710427453944e-06)	(2, 3.8067710427453944e-06)	(3, 1.5227084170981578e-05)	(4, 6.47151077266717e-05)	(5, 6.47151077266717e-05)	(6, 9.897604711138026e-05)	(7, 9.897604711138026e-05)	(8, 0.00011420313128236183)	(9, 0.0001408505285815796)	(10, 0.0001922419376586424)	(12, 0.0002855078282059046)	(14, 0.00047203960930042896)	(16, 0.0006395375351812263)	(18, 0.000786098220326924)	(20, 0.0009764367724641938)	(22, 0.0012771716848410798)	(24, 0.0014732203935424676)	(26, 0.0019357430752360333)	(28, 0.0028645952096659094)	(30, 0.004120829653771889)	(32, 0.005820552924357708)	(34, 0.0077315519878158965)	(36, 0.010365837549395709)	(38, 0.014899701861305476)	(40, 0.02198219938633328)	(42, 0.031354469693572445)	(44, 0.04418138472210305)	(46, 0.06021550435414665)	(48, 0.08243943370169426)	(50, 0.11508249539323603)	(52, 0.15925436318773223)	(54, 0.2091630349436457)	(56, 0.26444877079743706)	(58, 0.33871697045587834)	(60, 0.4300299874582121)	(62, 0.5442274085840099)	(64, 0.671940770297075)	(66, 0.814723235182848)	(68, 0.9894197651054768)	(70, 1.1914089400190688)	(72, 1.431073727942712)	(74, 1.7130260319946924)	(76, 2.0285407329450376)	(78, 2.382629444871522)	(80, 2.78164947541553)	(82, 3.2544904100204572)	(84, 3.814883271837485)	(86, 4.447593363153548)	(88, 5.1829872965766235)	(90, 5.770794620057983)
SRR9929285_2 - polya	(1, 0.004343525759772495)	(2, 0.010152658371001967)	(3, 0.02159200535445188)	(4, 0.03530399465042079)	(5, 0.04993722253873409)	(6, 0.06543078068270784)	(7, 0.08529831875479606)	(8, 0.10957409769438343)	(9, 0.13463026469773362)	(10, 0.1701588588396764)	(12, 0.21625695278180174)	(14, 0.26573545940988497)	(16, 0.3125987143316022)	(18, 0.358158150171179)	(20, 0.4057979863856163)	(22, 0.44520568022011664)	(24, 0.5068601440284211)	(26, 0.5419528628859694)	(28, 0.5692531214190181)	(30, 0.5958986153327145)	(32, 0.6250965492305716)	(34, 0.6501089383669303)	(36, 0.6709567199825255)	(38, 0.691035533847486)	(40, 0.7092299960462876)	(42, 0.7279935705159797)	(44, 0.7484111870037446)	(46, 0.7661183825090747)	(48, 0.7816100372675272)	(50, 0.7964107630817212)	(52, 0.8105947919869906)	(54, 0.8244076607155923)	(56, 0.8380663552169627)	(58, 0.8519115814994278)	(60, 0.8657054163728157)	(62, 0.8807174179798821)	(64, 0.9062760787608748)	(66, 0.9464070590934966)	(68, 0.9819451701630463)	(70, 1.0092016508291033)	(72, 1.0212691150346063)	(74, 1.0316178221143097)	(76, 1.0410129330478053)	(78, 1.0499531348416928)	(80, 1.0610898435272444)	(82, 1.0706010609775438)	(84, 1.079305242966781)	(86, 1.0877829220789752)	(88, 1.0956515178243298)	(90, 1.1015310756998502)
SRR9929285_2 - polyg	(1, 1.3253273385318092)	(2, 1.334463589034398)	(3, 1.334672961441749)	(4, 1.3347985848861597)	(5, 1.334912788017442)	(6, 1.3350688656301946)	(7, 1.3352363635560753)	(8, 1.3356474948286918)	(9, 1.3373833824241839)	(10, 1.3407847323508766)	(12, 1.34938613152196)	(14, 1.3532785549131672)	(16, 1.3536421015477493)	(18, 1.3537563046790317)	(20, 1.353834343485408)	(22, 1.3539066721352202)	(24, 1.3539751940139895)	(26, 1.354028488808588)	(28, 1.3540913005307933)	(30, 1.3541883731923834)	(32, 1.3542664119987595)	(34, 1.3543387406485716)	(36, 1.3544205862259908)	(38, 1.3545519198269655)	(40, 1.3547175143673251)	(42, 1.354896432606334)	(44, 1.3551686167358903)	(46, 1.355433187323361)	(48, 1.3556102021768488)	(50, 1.355830994897328)	(52, 1.3562040584595172)	(54, 1.3567274894778945)	(56, 1.3572908915922208)	(58, 1.3576049502032472)	(60, 1.3578162259961197)	(62, 1.357945656211573)	(64, 1.3580674728849407)	(66, 1.3581969031003942)	(68, 1.358324429930326)	(70, 1.358470990615472)	(72, 1.3585947106743612)	(74, 1.3586974934925153)	(76, 1.3589734843931143)	(78, 1.3600051193456983)	(80, 1.3625080713063034)	(82, 1.3663985913119894)	(84, 1.3711342144891645)	(86, 1.3764256262385806)	(88, 1.383093185719949)	(90, 1.388691042538306)
SRR9929286_1 - illumina_universal_adapter	(1, 2.2348099132145093e-05)	(2, 2.2348099132145093e-05)	(3, 3.352214869821764e-05)	(4, 6.331961420774443e-05)	(5, 7.449366377381698e-05)	(6, 0.00014153796117025226)	(7, 0.00014898732754763396)	(8, 0.0001676107434910882)	(9, 0.0001750601098684699)	(10, 0.0001992705505949604)	(12, 0.00024582909045359604)	(14, 0.00031101104625568584)	(16, 0.00036315661089735777)	(18, 0.0004134398339446842)	(20, 0.0005307673543884459)	(22, 0.0006648559491813164)	(24, 0.000737487271360788)	(26, 0.0008529524502102043)	(28, 0.0010801581247203461)	(30, 0.001465662834749849)	(32, 0.0020597498033460395)	(34, 0.00302816743240566)	(36, 0.004458445776862946)	(38, 0.007291067341862336)	(40, 0.01161542452393241)	(42, 0.017828196082668748)	(44, 0.02628881394578001)	(46, 0.03761371318099454)	(48, 0.053944586621809565)	(50, 0.07823697037845129)	(52, 0.11060819197136344)	(54, 0.14950133382767328)	(56, 0.1936574530296033)	(58, 0.2518221057041996)	(60, 0.32711471402199077)	(62, 0.4229861969572989)	(64, 0.5316594160121375)	(66, 0.6591031759963835)	(68, 0.8123124319383985)	(70, 0.99588902991781)	(72, 1.2213403786460786)	(74, 1.4934899428525583)	(76, 1.8063800917769388)	(78, 2.1576903477926654)	(80, 2.5566895850147953)	(82, 3.0350171247896625)	(84, 3.601027431509501)	(86, 4.250362625843543)	(88, 4.993319594466923)	(90, 5.5972862852211165)
SRR9929286_1 - polya	(1, 0.0010093891441352201)	(2, 0.0016351359198352826)	(3, 0.0031175598289342405)	(4, 0.005143787483582062)	(5, 0.0071513917222864294)	(6, 0.008857296622706838)	(7, 0.01356529617321207)	(8, 0.016846742062448707)	(9, 0.021837817535294447)	(10, 0.0251527855732293)	(12, 0.027422979976736372)	(14, 0.029687587355460412)	(16, 0.03199316624926005)	(18, 0.03614060097986731)	(20, 0.0407405847179005)	(22, 0.04354154647579602)	(24, 0.046040808895407584)	(26, 0.04825699539267864)	(28, 0.05109147929927237)	(30, 0.05355163254540268)	(32, 0.05540280009018203)	(34, 0.05737688218018818)	(36, 0.05901201810002346)	(38, 0.06082780115451025)	(40, 0.062468524099128564)	(42, 0.06524341307470324)	(44, 0.06759368816676718)	(46, 0.06927910730964978)	(48, 0.07140590141039227)	(50, 0.07246557377757482)	(52, 0.07337439647561536)	(54, 0.0744415182091753)	(56, 0.07554588677462215)	(58, 0.07686442462341869)	(60, 0.07868765704428288)	(62, 0.0802836837906369)	(64, 0.08171582447668854)	(66, 0.0835185711400149)	(68, 0.085023343148246)	(70, 0.08613516108007022)	(72, 0.08726374008624355)	(74, 0.0882749915719731)	(76, 0.08944454209322204)	(78, 0.0906401653967918)	(80, 0.09189538363138061)	(82, 0.09329586451032837)	(84, 0.09462557640869101)	(86, 0.09655868698362156)	(88, 0.09891641144206287)	(90, 0.10014555689433086)
SRR9929286_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 9.684176290596207e-05)	(4, 0.00012663922841548887)	(5, 0.00015643669392501565)	(6, 0.0001676107434910882)	(7, 0.0001750601098684699)	(8, 0.0001750601098684699)	(9, 0.0001825094762458516)	(10, 0.00019740820900061498)	(12, 0.00021230694175537838)	(14, 0.0002383797240762143)	(16, 0.00025700314001966855)	(18, 0.000258865481614014)	(20, 0.00026072782320835943)	(22, 0.00027003953118008654)	(24, 0.0002737642143687774)	(26, 0.0002756265559631228)	(28, 0.0002756265559631228)	(30, 0.00027935123915181364)	(32, 0.0002868006055291954)	(34, 0.00029797465509526786)	(36, 0.0003054240214726496)	(38, 0.0003054240214726496)	(40, 0.00031101104625568584)	(42, 0.0003240474374161038)	(44, 0.0003370838285765218)	(46, 0.00034267085335955804)	(48, 0.0003594319277086669)	(50, 0.00037805534365212116)	(52, 0.0003892293932181937)	(54, 0.00040412812597295707)	(56, 0.00043206324988813845)	(58, 0.0004506866658315927)	(60, 0.0004879334977185012)	(62, 0.0005251803296054097)	(64, 0.0005996739933792266)	(66, 0.0008846122573140766)	(68, 0.012261657057170274)	(70, 0.3109160668343742)	(72, 0.3372216418545034)	(74, 0.3403559627577867)	(76, 0.3416223550419416)	(78, 0.34239150212040625)	(80, 0.34298558908900245)	(82, 0.34345303682918316)	(84, 0.34383854153921267)	(86, 0.3440955446792323)	(88, 0.34432833737852553)	(90, 0.3445220209043374)
SRR9929286_2 - illumina_universal_adapter	(1, 2.2348099132145093e-05)	(2, 2.607278232083594e-05)	(3, 2.979746550952679e-05)	(4, 5.214556464167188e-05)	(5, 6.331961420774443e-05)	(6, 0.00011174049566072546)	(7, 0.00011918986203810716)	(8, 0.00013036391160417971)	(9, 0.00014153796117025226)	(10, 0.00015643669392501565)	(12, 0.00020299523378365127)	(14, 0.00026631484799139566)	(16, 0.0003147357294443767)	(18, 0.0003668812940860486)	(20, 0.00048793349771850114)	(22, 0.0006201597509170264)	(24, 0.000702102781068225)	(26, 0.0008194303015119867)	(28, 0.001044773634427783)	(30, 0.0014340030276459768)	(32, 0.002048575753779967)	(34, 0.003015131041245242)	(36, 0.004460308118457291)	(38, 0.007298516708239718)	(40, 0.011621011548715449)	(42, 0.017809572666725292)	(44, 0.026234806039543992)	(46, 0.03751873375968292)	(48, 0.05388312934919616)	(50, 0.07812522988279055)	(52, 0.11039402268801371)	(54, 0.14904878482024736)	(56, 0.19296279961491244)	(58, 0.2509319064221025)	(60, 0.32606249102118556)	(62, 0.4215894407615398)	(64, 0.5300112437011417)	(66, 0.65703597682666)	(68, 0.8100329258269197)	(70, 0.9935257184345857)	(72, 1.218582250744853)	(74, 1.490065096660557)	(76, 1.8021190542090764)	(78, 2.1532393513821795)	(80, 2.5510262042263907)	(82, 3.0276943976406963)	(84, 3.5914568580561603)	(86, 4.2383412108520435)	(88, 4.978225315844754)	(90, 5.579545619193381)
SRR9929286_2 - polya	(1, 0.005762084892904743)	(2, 0.013293394300437638)	(3, 0.02866143713697608)	(4, 0.045407612753330134)	(5, 0.06338665850514086)	(6, 0.08094481505662952)	(7, 0.1011400473057113)	(8, 0.12638594995865787)	(9, 0.15473823839097262)	(10, 0.1928864436095443)	(12, 0.24557208731357635)	(14, 0.29963213911423536)	(16, 0.3514573810016798)	(18, 0.40120797435302347)	(20, 0.45024901555692154)	(22, 0.4911441746271527)	(24, 0.5307394192645307)	(26, 0.5634607610771798)	(28, 0.5926641396181105)	(30, 0.621252945432907)	(32, 0.6491340614418524)	(34, 0.6804847198410633)	(36, 0.7092634844984831)	(38, 0.734457241586788)	(40, 0.7568202394516879)	(42, 0.7771439732707794)	(44, 0.7981679475293451)	(46, 0.8178696592559253)	(48, 0.8351931607665264)	(50, 0.8517847620305498)	(52, 0.8679014661880151)	(54, 0.8838449725772063)	(56, 0.8997419204265388)	(58, 0.915437735383682)	(60, 0.9305692608377386)	(62, 0.9456430537023706)	(64, 0.964009466505805)	(66, 0.9877561841753035)	(68, 1.0113259793933391)	(70, 1.031595705306195)	(72, 1.0455427815062477)	(74, 1.0598716377331414)	(76, 1.071224472092271)	(78, 1.081985081824399)	(80, 1.0941685205346068)	(82, 1.1054468612299626)	(84, 1.1157549219546645)	(86, 1.1260741567289325)	(88, 1.1363729057456626)	(90, 1.1435745806909965)
SRR9929286_2 - polyg	(1, 0.9093218055878517)	(2, 0.9187825008871264)	(3, 0.9189724597297496)	(4, 0.91902832997758)	(5, 0.9191475198396182)	(6, 0.9192667097016562)	(7, 0.9193784501973169)	(8, 0.919642902703714)	(9, 0.9205368266689998)	(10, 0.9221849989799955)	(12, 0.9261387501847909)	(14, 0.9279154240657964)	(16, 0.9280979335420423)	(18, 0.9281742895474104)	(20, 0.9282357468200237)	(22, 0.9283325885829297)	(24, 0.9284014952219206)	(26, 0.928425705662647)	(28, 0.9284666771777226)	(30, 0.928522547425553)	(32, 0.9285691059654116)	(34, 0.9285951787477325)	(36, 0.9286249762132419)	(38, 0.9286808464610723)	(40, 0.9287497531000631)	(42, 0.92882983378862)	(44, 0.9289657847250072)	(46, 0.929077525220668)	(48, 0.9291445695180643)	(50, 0.9292283748898099)	(52, 0.9293289413359045)	(54, 0.9294779286634522)	(56, 0.9295784951095469)	(58, 0.9296902356052075)	(60, 0.9297442435114436)	(62, 0.9297796280017361)	(64, 0.9298373605911608)	(66, 0.9298913684973968)	(68, 0.9299472387452272)	(70, 0.9300012466514632)	(72, 0.9300552545576992)	(74, 0.9301316105630675)	(76, 0.9302228653011904)	(78, 0.930474281416427)	(80, 0.9310590566770515)	(82, 0.9321168667026396)	(84, 0.9335117605568044)	(86, 0.9349476259260447)	(88, 0.9367447855645881)	(90, 0.9383482616773194)
